APRN,2,-0.96485,-1.46596,1.16963,-21.42101,4.66882,-1.64101,-1.11899,-160.723,-23.84591,1.20626,-48.08767,,3.1171,55.84186,2.65489,55.94416,-13.10028,,-210.128,28.7369,-210.143,-23.84761
APTI,28.34,-1.22819,0.14473,2.09555,-13.91849,4.74268,-1.38152,-1.35473,-20.138,-13.29309,3.53739,-325.7068,,1.59366,0.02946,,0.05326,18.15659,,-25.06,68.94053,-54.921,-29.13287
APTO,4.06,-0.75199,-0.70295,0.51192,,0,-1.42131,-0.80524,-14.65717,,0.56787,54.10073,,8.28865,0,,0,,,-14.53484,,-14.53484,
APTV,84.97,5.88405,1.71525,0.51159,10.91276,48.04191,4.37378,3.81452,2138,9.74076,6.00362,15.51224,2.7174,1.5935,125.2501,1.28757,125.7654,7.73567,-3.65318,1255,20.28873,1021,8.00993
AQB,2.95,-0.60888,-3.32987,2.27066,-16627.67,0.00676,-1.59784,-1.20367,-8.76877,,0.5319,32.58402,,3.18191,14.87024,3.13455,15.13859,,,-9.04142,4.69219,-9.04142,-16969.63
ARC,2.2,0.5192,0.94113,0.00261,-0.00329,8.58331,0.04385,-0.21094,51.177,-1.54874,0.61987,-109.8281,,1.52849,94.92387,1.2623,110.8878,-1.46919,-0.57483,-6.111,31.43173,-9.611,-2.39622
AQ,15.7,-0.02067,-0.52888,2.57603,-2.8538,3.19825,-0.1676,-0.16759,1.799,-5.35353,1.68245,-843.508,,5.8679,0,4.73317,0,22.3086,,-5.534,57.09822,-5.417,-5.24035
ARCO,9.15,1.08214,0.38015,2.12212,8.22211,15.69456,0.60928,0.60664,372.317,5.5072,1.55434,226.7088,2.25451,1.07836,126.9327,0.94174,127.8122,11.11578,-2.65401,182.813,13.52669,129.166,3.90113
ARDM,1.22,-0.71245,-1.12059,-0.82603,-47.9917,0.97342,-0.72039,-0.71998,-6.824,-74.00622,0.46769,47.87139,,1.40578,,,,1795.2,70.39537,-10.705,,-10.705,-74.00622
ARGS,0.9,-20.40981,-19.11739,-4.30714,-18889.8,0.15084,-32.67353,-22.44998,-40.85637,-5608.651,2.37825,82.39076,,2.2851,,,,-63.54593,-34.16146,-54.03948,,-54.03948,-13782.42
ARLZ,1.5,-1.34675,,-5.62458,-91.08611,1.59597,-1.88593,-1.88435,-60.701,-115.9117,0.43115,-44.06865,,0.77623,1803.969,0.67834,1803.969,40.06098,81.70347,-122.805,87.25212,-125.205,-118.177
ARKR,24,2.48342,-2.41053,8.08382,3.19562,44.08171,0.85996,1.10607,9.183,4.17541,0.04453,-7.28096,-8.0217,0.31984,18.06294,0.24404,48.70685,2.42582,2.19774,4.123,72.82562,3.932,2.85009
ARMK,39.56,3.37428,0.40362,-18.03545,5.27863,58.94127,1.48643,1.32448,1298.574,3.56496,0.75549,-32.26255,24.7299,1.39736,256.2637,1.09183,258.8781,6.15024,1.57695,485.002,10.95067,333.368,2.24949
ARMO,37.41,-1.38008,-1.30324,2.06131,,0,-1.1834,-1.39264,-39.34615,,2.34105,-27.08363,,5.72857,0,,0,,,-39.569,,-39.569,
ARNA,39.5,-3.01283,-2.21849,5.27343,-431.0212,0.7091,-2.50239,-3.13151,-74.795,-449.2384,6.29004,-129.8258,,3.889,27.87819,,29.80921,-99.49031,-5.00827,-95.854,56.61996,-94.529,-449.2384
ARRS,26.57,2.72294,2.37933,-4.75868,1.85975,35.02407,0.89238,0.36851,746.978,0.32056,2.76159,-111.8712,-4.38487,1.50705,66.78868,1.08021,69.4258,-1.17268,37.33963,21.203,25.1911,69.527,0.65952
ASH,69.79,4.53226,0.93548,-6.01008,4.70865,54.80645,-0.61935,-0.75806,573,-3.00613,9.65791,111.842,,1.95813,76.02236,1.28614,86.46661,19.60227,-12.8162,15,27.39847,-47,-0.9123
ASMB,49.14,-2.39938,0.05609,3.54959,-579.0922,0.5081,-2.4117,-2.45554,-52.00765,-575.0109,5.95629,76.41371,,9.12518,0,,0,,,-51.8588,,-42.80854,-474.6616
ASIX,34.78,4.55853,1.54926,11.85318,10.3964,47.44671,3.00001,3.00243,201.822,9.80427,1.81846,174.5914,,1.30654,65.99057,0.87119,70.47472,42.82921,,144.634,15.33242,93.277,6.32303
ASML,198.56,7.27376,4.1049,14.45731,27.57379,25.79541,6.06008,6.03831,3584.151,27.01816,9.56712,22.56108,7.08028,2.69517,28.10082,1.80993,28.33686,34.23846,13.85597,3008.709,45.03248,2605.973,23.58607
ASNA,2.01,-3.78506,0.45548,-2.07798,-20.14728,33.42835,-0.58293,-5.71122,514.3,-21.26681,2.10754,-109.3968,,1.2877,184.8155,0.63598,190.319,-1.67029,14.6746,-1418.4,58.07652,-1114.1,-17.05629
ASPU,7.06,-0.22614,-0.67521,0.08048,-18.93594,1.42483,-0.09563,-0.30081,-2.57547,-7.75801,0.2526,-23259.38,,1.63833,47.73461,,54.18529,52.63717,,-4.12031,58.84887,-4.12031,-21.58844
