TISA,1.03,-0.25557,,-0.3884,-19.46879,1.6476,-0.36038,-0.366,-3.802,-21.47769,0.1228,63.08194,,0.90567,34.95998,,40.62611,12.32349,-1.08422,-6.372,43.86207,-6.588,-22.1653,,-6.4892,1.06123,,,,,,160367.6,-38.66878,-10.59817,18.79927,,,,0.77718,-11.72911,3.505,-6.22,,-21.47769,,-35545.95,,0.63365,,,,29.668,,,,,,,0.72692,,,-18.45377,-26.19712,-6.2178
CBLI,2.46,-0.83274,-0.48971,0.09174,-363.3697,0.14212,-0.86723,-0.82429,-5.79719,-505.1772,0.68007,28.30538,,3.85303,0,,0,-60.4188,-11.41036,-9.40104,,-9.26737,-587.209,,-9.70646,-0.65396,,,,,,,-266.1607,-1.62336,28.01963,,,,0.09174,-40.06414,-7.68361,-9.84267,,-587.209,,,,17.50166,,,,1.60097,,,,,,,-147.8173,,-5.51662,-84.49807,-269.9997,-51.20303
PKE,23.53,0.369186,-3.40879,6.26346,4.64655,5.66985,0.26661,0.22989,12.1,1.01622,5.23849,126.6773,-33.54893,10.89374,0,9.92687,0,13.44057,-8.81776,4.503,24.9345,4.569001,3.977159,2.066,6.059226,0.92945,0.047,79.35281,0.096,0,0.1379089,296850.1,2.865736,11.44551,470.2117,4.393,3.506,1.238778,6.74843,34.84069,-106.051,6.152,5.486555,3.91971,,10111.11,0.607,4.146504,0,106.051,7.32458,114.881,-72,15.893,169.456,-0.886,0.4,1.274968,-39.77681,-0.259,-69.068,1.915073,2.035974,3.93085
GG,14.1,1.784686,0.11188,21.48321,14.76233,5.12086,1.20213,0.64178,1309,5.63833,0.24627,-61.26935,-16.61488,0.91931,17.2586,0.53734,20.07174,-4.08163,-5.98347,142,16.14999,555,16.38618,67,791.8988,1.35967,0,44.58203,1,-52,0.7606937,628262.4,3.99137,,16025.07,325,71,3.198056,21.48321,15.0008,3533.552,399,3.957225,4.1925,164.9189,102948.2,-1,3.60319,0,163,6.90998,3387,-36,4224,21615,-1075,0.43332,0.5673758,118.972,271,97.1694,2.56956,2.72627,-1.76914
GE,13.43,0.3894882,-0.45306,-5.77571,-5.698038,13.9588,0.7061,-0.35551,-1109,-7.29737,3.69922,241.7731,,,190.2421,,224.8548,6.62202,-3.52187,-9209,21.68569,-3063,-2.247857,-7067,-450.0735,1.01368,-8,70.5417,-2550,-10348,-0.3006792,388616.6,-4.69468,-2.84595,116123,3319,879,-0.6836126,6.44362,-24.80902,93711,-9506,13.97237,-7.57089,,-8840.256,273,0.95467,7794,32129,4.3737,123095,-8952,148850,358109,-7920,0.89,3.574088,-135.7401,1390,-3948,-0.77971,-0.8087309,0.2998525
GD,188.7,11.22278,4.44007,-2.97273,13.35823,102.9401,9.94955,9.76325,4589,13.16308,14.58422,6.86693,,1.34261,33.81179,0.97894,55.02803,1.26327,-0.01226,4027,20.00837,2948,9.489168,4180,3031,0.80943,-267,52.2537,-1395,2494,9.949547,315081.1,26.37205,39.52381,56344.27,1117,987,14.54799,39.63864,-9.38515,2147,4077,101.6718,12.96231,42.04796,31105.48,-1,1.81364,0,4332,4.37325,31067,85,30629,37219,-428,2.71,1.971383,6.483863,-498,1340,8.371432,14.03041,2.136963
RDWR,25.57,0.22178,0.67982,6.51127,-1.79453,4.9328,-0.01694,-0.02626,7.023001,-0.87099,4.42784,76.2031,,2.24644,0,2.06694,0,11.4982,2.24389,1.518,81.30723,-1.161,-0.53504,-6.76,-0.7366,0.9099,4.952,4590.436,10.478,,-0.09761743,236633.6,-0.36872,,1119.885,0.2000015,-2.304,-1.200922,7.47058,28.76984,-195.418,-1.841,4.861758,0.69956,37.44808,-1266.085,-18.277,5.16093,0,195.418,2.17421,216.993,,206.478,486.184,-7.21,,0,88.56869,12.164,29.905,-0.25118,-0.31945,10.10849
MEIP,4.42,-1.03632,-0.55593,0.87367,-1677.676,0.04081,0.07228,-1.0376,-25.468,11.48867,0.96996,-881.0377,,8.26405,0,,0,-90.38846,,-25.157,-114.3139,-38.758,-2544.846,,2.67,1.94527,,,,,,60920,-88.27194,,156.3852,,,,0.88184,105.63078,-36.202,2.671,,-1651.806,,-1550320,,102.6824,,,,1.523,,,,,,,-6548.726,,-20.747,-79.67684,-88.27194,-93.32018
BYD,35.74,2.85259,2.32425,-5.44139,14.33913,20.68598,0.93775,0.98875,557.809,7.1656,1.59524,18.79523,,0.79019,265.6875,0.74404,267.8334,-0.64698,-0.81152,170.711,47.7314,113.986,4.78032,342.097,108.4299,1.68865,-19.803,46.54534,-31.927,-84.803,0.9314439,120996.8,10.83894,1.99546,3954.758,146.05,95.093,2.503028,9.92055,-0.37882,2813.498,171.963,20.61531,7.15925,14.76113,5784.036,-0.5,1.688481,0,179.706,70.0543,2384.483,-161.485,3404.636,4629.631,-190.464,,0,-47.92928,118.525,267.917,2.44828,2.66026,6.37116
MAS,38.02,2.22961,1.70705,-4.51948,14.70399,24.66192,1.63693,1.64924,1290,11.57771,1.52273,9.96279,,1.69096,,1.09774,,7.9865,0.39447,872,33.6715,521,7.37126,1155,520.5424,1.48004,-150,58.69668,-331,,1.606918,299500,,4.2963,11550.26,244,241,15.32181,-0.23377,-15.46487,2618,900,24.03773,11.19815,21.42905,22076.92,-534,1.48327,0,469,5.5064,7787,55,4857,5630,-173,0.359,1.104682,4.53246,-55,539,10.66023,16.144,5.01686
JNP,11.45,2.18527,-0.18144,3.67976,-2.56561,4.83027,1.92998,2.07593,1.785,-4.49389,1.86335,146.8741,16.07488,3.76544,6.33477,3.14615,7.4559,38.02792,14.11378,-0.033,42.06908,22.605,40.83051,,20.89005,0.43784,,,,,,350038.7,50.2825,-4.18367,127.1065,,,,4.59598,130.64758,-16.881,-1.469,,-0.06082,,142922.6,,2.34272,,,5.23327,54.256,,,,,,0,287.7706,,-2.038,36.51152,45.59028,-1.96411
MAT,16.97,-2.828697,-1.30084,-3.05202,-10.14224,14.11494,-3.24836,-3.63826,-213.423,-10.34396,1.53117,-173.6735,,2.25052,292.3023,1.56399,292.3023,-3.70382,-5.33275,-673.221,36.27252,-1251.858,-25.78649,-471.225,-1116.02,1.07351,0,-39.26543,1.775,-250,-3.220757,173382.3,-78.2801,-7.88559,5720.998,-207.844,-291.248,-23.04582,2.85601,7.79799,2345.047,-504.987,14.20973,-13.86739,,-48469.18,16.575,1.202479,0,526.724,4.27456,4854.705,796.454,3890.979,5304.09,-297.159,1.382,0,-554.7939,-273.732,-447.413,-22.30478,-28.23699,-8.79533
AMCX,62.12,5.819806,4.47818,-36.90322,25.52215,44.2474,7.01716,6.66848,806.049,22.82425,8.84116,28.30714,26.66066,2.64013,1354.909,,1356.977,2.86508,15.71125,642.081,53.7021,424.07,15.55529,739.934,460.5013,0.81225,,12.53798,-448.706,,6.147291,1509789,335.3751,7.78106,3546.424,233.655,250.601,11.52299,3.85496,12.22249,2601.942,727.058,42.75338,22.71788,12.39809,243185.4,,1.25478,0,,,2826.325,273.462,0,,-80.049,,0,60.89601,,286.046,9.50064,12.28967,2.06051
PRPO,0.3599,-4.74605,-1.01808,-0.56542,-879.2867,0.28582,-5.34731,-18.4233,-6.706,-1201.045,0.01454,65.77815,,0.13781,22.32995,0.11964,27.75209,187.0968,-44.06932,-22.374,11.43118,-37.362,-975.4458,,-24.8074,0.42541,,,,,,,,-2.46597,7.07872,,,,0.6817,-70.69878,3.435,-9.37,,-1023.045,,,,3.23673,,,22.26437,2.187,,,,,,0,-182.1401,,-7.79,-156.1599,,48.17073
PRPL,8.5,-0.25394,-1.42902,0.00956,-7.91079,4.92381,0.05022,-0.13968,-4.368,,0.49937,-1527.342,,1.42011,1040.971,0.80934,1042.608,,,-2.239,43.29288,-0.422,-4.25549,,0.803,,,,,,,30490000,-0.55924,,448.8474,,,,0.0341,-17.36995,-7.732,1.209,,-3.6717,,-1297500,,7.36057,,,,60.98,,,,,,,-8.77658,,-17.698,-2.206,-2.92719,
PRPH,3.23,-0.05901,-0.43661,2.97577,-23.17844,0.8836,1.01472,-0.02924,-2.789,-37.12375,1.95096,-99.60413,,28.70273,0,26.87545,0,341.8936,-15.12805,-2.421,26.30569,-0.944,-7.55019,-3.6,15.927,0.0497,,-17.74317,,,-0.219539,,-2.25325,,35.61565,,,-34.10544,2.97577,97.17256,-21.714,-3.663,1.256495,-19.36335,,,,2.84857,,1.664,4.42449,12.503,,5.57,14.829,,,0,-103.4369,,-6.178,-2.05747,-2.25325,-14.29844
XRAY,44.91,-5.15719,1.4772,-3.0409,-38.96765,17.58142,-0.67746,-6.60054,859.8,-40.15375,1.4015,34.12115,,2.2342,24.58502,1.45622,24.92268,6.17435,6.4,-1585.3,54.5962,-1510.9,-37.3228,,-155.41,1.2431,,,,,,251490.7,-20.35526,11.43497,10127.84,,,,29.43316,-33.34936,1349.4,511.1,,-39.15288,29.77024,-93863.35,,2.50132,,,2.91416,4049,,,,,0.304,0.7793365,-526.4301,,340.2,-13.75895,-14.88838,4.53888
ACLS,20.3,3.76726,1.78887,11.55893,12.47743,13.16997,3.52476,3.5676,60.904,10.67588,4.38545,38.36992,,4.69095,12.84537,2.93955,12.84537,40.61547,15.08315,51.787,36.48938,122.263,27.42227,,117.854,0.93081,,,,,,497603.8,41.60233,12.96156,639.6967,,,,11.55893,-30.89662,-93.233,43.831,,11.61526,10.56302,136454.2,,1.43477,,,2.25953,445.853,,,,,,0,504.8317,,60.56,29.54101,35.04081,55.70103
VLRX,1.47,-7.14101,-5.24929,-2.04247,-209.9839,3.12837,-8.28595,-7.38272,-40.173,-243.5219,2.03965,75.2216,,2.55863,,1.80426,,31.88029,,-49.069,42.96109,-51.282,-225.9682,,-47.301,,,,,,,,-692.3451,-11.65146,30.23261,,,,-2.04247,-49.60846,22.825,-45.59,,-225.9682,,,,1.39225,,,1.5081,21.715,,,,,,,73.27124,,-36.437,-90.78782,-115.0396,13.38241
PLNT,45.35,5.05022,1.34785,-5.48524,33.33507,5.4283,4.6569,4.39237,185.674,99.823,1.29216,64.47072,79.96251,1.73872,-646.1921,1.69987,-652.87,33.18368,21.90684,434.583,54.59708,378.803,86.02134,464.464,702.384,,0.242,93.56303,0.48,-1.807,8.894089,552428.6,-314.2824,4.35125,4424.968,47.476,39.11,72.48205,-1.09346,27.94106,575.303,429.181,5.444233,94.43905,38.72685,475206.5,-28.463,9.61588,0,127.146,77.56896,460.173,-7.207,873.601,1115.853,-37.722,,0,746.3304,48.134,114.261,34.84254,36.55603,19.2158
OKTA,51.59,-1.05396,-0.25795,2.17361,-38.78336,2.94716,-1.37775,-1.13544,-105.211,-44.10939,5.13692,14.36673,,3.13495,104.1275,,104.1275,59.8108,,-112.22,69.92505,-111.42,-38.34083,-114.68,-114.359,,64.636,-181.3422,241.963,334.849,-1.378394,247112.3,-53.62712,,5417.697,-22.909,-26.193,-110.2986,2.344,96.80725,-287.121,-114.68,3.132259,-38.61612,,-94744.9,-233.414,18.90518,0,547.041,,290.604,,636.394,726.904,-11.981,,0,58.60389,3.972,-25.435,-21.28094,-31.78221,60.67542
